	TB_status_limma_logFC	TB_status_limma_AveExpr	TB_status_limma_t	TB_status_limma_P.Value	TB_status_limma_padj	TB_status_limma_B
TARDBP	1.207754083	6.742313572	8.035562484	1.58E-09	5.06E-07	11.77645986
NPIPB5	2.399267265	4.925716009	8.024822356	1.63E-09	5.15E-07	11.74637201
CASC3	0.90546138	6.792060594	8.004690147	1.72E-09	5.40E-07	11.68993498
QRICH1	1.142183762	6.867297588	7.986521014	1.82E-09	5.61E-07	11.63895887
RBM5	1.190524819	7.327959238	7.982951253	1.84E-09	5.61E-07	11.6289387
ZNF839	1.038129386	4.924756234	7.94022168	2.08E-09	6.28E-07	11.50887952
SNORA64	1.731680453	1.89751892	7.933211448	2.12E-09	6.33E-07	11.48916165
RPS6KB1	0.962593229	5.260540901	7.918038205	2.22E-09	6.54E-07	11.44646338
ITM2B	-0.79489764	9.369101192	-7.912138464	2.26E-09	6.58E-07	11.42985381
ZMIZ2	1.872306292	7.031441673	7.890407216	2.40E-09	6.93E-07	11.36863806
RBKS	-1.302960432	1.792866909	-7.884377832	2.45E-09	6.98E-07	11.35164371
NECAP1	0.929989954	6.388796458	7.874543498	2.52E-09	7.10E-07	11.32391555
TM2D2	-1.040998828	4.635153178	-7.870969497	2.55E-09	7.10E-07	11.31383574
KLHL24	0.827610614	6.293018823	7.824610508	2.92E-09	8.04E-07	11.18295294
DVL3	1.287598226	6.1203118	7.820401513	2.95E-09	8.04E-07	11.17105748
UCP3	1.329901549	3.024554024	7.817064589	2.98E-09	8.04E-07	11.16162521
ARFGAP2	1.038237033	6.79767361	7.812266213	3.02E-09	8.07E-07	11.14805967
SPG7	1.224825716	6.980341971	7.805530098	3.08E-09	8.09E-07	11.12901142
MTMR7	1.237624399	2.121290739	7.804269135	3.09E-09	8.09E-07	11.12544511
LINC01089	1.540583879	5.606091464	7.787587319	3.25E-09	8.41E-07	11.07824756
SMURF1	1.283684346	5.645120153	7.768896094	3.43E-09	8.80E-07	11.02532671
ANKLE2	0.609791621	7.097087979	7.76007984	3.52E-09	8.92E-07	11.00035114
CELF1	0.829308616	7.987410869	7.755503584	3.57E-09	8.92E-07	10.98738355
ULK1	1.562565176	6.675675414	7.75141752	3.61E-09	8.92E-07	10.97580298
MAP4K5	0.731011126	5.693589049	7.750717978	3.62E-09	8.92E-07	10.97382017
COX7B	-0.935408565	5.852522063	-7.73393144	3.81E-09	9.28E-07	10.92622304
B2M	-1.591920191	13.34556162	-7.726943489	3.88E-09	9.32E-07	10.90639971
RASGRP2	1.440250067	8.651089455	7.726192802	3.89E-09	9.32E-07	10.90426984
SEPT7P2	1.191642463	3.841542481	7.71240223	4.05E-09	9.61E-07	10.86513149
TNRC6A	0.714504583	6.833622403	7.704095399	4.15E-09	9.76E-07	10.8415459
C2CD3	1.089282725	4.908630409	7.700645082	4.20E-09	9.77E-07	10.83174712
YIPF5	-1.189988966	5.235088158	-7.679889913	4.46E-09	1.02E-06	10.77277492
TSPAN32	1.479124337	6.463115023	7.679745005	4.46E-09	1.02E-06	10.77236302
LINC00565	1.98330272	2.969848632	7.677859604	4.49E-09	1.02E-06	10.76700355
CHIC2	-0.915863329	4.885427941	-7.665746916	4.65E-09	1.04E-06	10.73256238
ORMDL2	-1.036997018	4.306477981	-7.664825764	4.66E-09	1.04E-06	10.72994251
SCFD2	-0.932989748	4.427362778	-7.661444129	4.71E-09	1.04E-06	10.72032391
GLTP	-0.769354183	6.09105243	-7.654135833	4.81E-09	1.05E-06	10.6995321
PCM1	0.611261386	7.096615528	7.653179139	4.83E-09	1.05E-06	10.6968099
SIPA1L3	1.528199755	4.684810944	7.647417413	4.91E-09	1.06E-06	10.68041322
WDR27	1.282095165	3.938848873	7.641795447	4.99E-09	1.06E-06	10.66441072
CCDC93	1.219847965	5.682598927	7.64052888	5.01E-09	1.06E-06	10.66080505
TBC1D2B	1.348663609	6.061936363	7.627725666	5.20E-09	1.08E-06	10.62434681
PPCS	-0.80394915	5.995042421	-7.627090535	5.21E-09	1.08E-06	10.62253775
TPP2	0.949000561	6.912806832	7.625245442	5.24E-09	1.08E-06	10.61728206
THOC7	-0.607991103	5.060742195	-7.621889117	5.29E-09	1.08E-06	10.60772073
FBRSL1	1.387085956	6.752692583	7.61839356	5.35E-09	1.08E-06	10.59776144
SAP25	2.259223673	5.491048014	7.617815624	5.36E-09	1.08E-06	10.59611469
USMG5	-1.163593233	5.187095214	-7.611785252	5.45E-09	1.09E-06	10.57892985
NKTR	0.923932679	8.971590918	7.605931843	5.55E-09	1.10E-06	10.56224547
XYLT2	1.335795092	4.496111191	7.598214563	5.68E-09	1.11E-06	10.54024264
SCAF8	0.812810182	6.349913382	7.597285853	5.69E-09	1.11E-06	10.53759434
GSDMB	1.700004977	5.160694774	7.589424783	5.83E-09	1.12E-06	10.51517405
LINC01000	2.54353061	6.415422999	7.587892834	5.85E-09	1.12E-06	10.51080405
6-Mar	0.679671786	7.820518035	7.583670168	5.93E-09	1.13E-06	10.49875723
ADCY10P1	1.748227413	3.471697727	7.568317563	6.20E-09	1.17E-06	10.45494156
ZNF326	1.177379119	4.542417462	7.566882836	6.23E-09	1.17E-06	10.45084561
USP20	1.290826244	6.543291202	7.564733091	6.27E-09	1.17E-06	10.44470795
ARL6IP5	-1.354428768	8.062878197	-7.560157117	6.35E-09	1.18E-06	10.4316416
STARD9	1.702043767	4.34003117	7.548783063	6.57E-09	1.21E-06	10.39915403
TMEM120B	1.0351513	4.331558847	7.543486639	6.67E-09	1.22E-06	10.38402117
UBE4A	0.718279472	6.374406449	7.536206881	6.82E-09	1.23E-06	10.36321663
IFT172	1.409711239	4.106408287	7.536100664	6.82E-09	1.23E-06	10.36291303
TNPO2	1.064949549	6.166450905	7.531909377	6.91E-09	1.23E-06	10.35093229
ATP6V1E1	-0.633893048	6.366601688	-7.526631543	7.02E-09	1.24E-06	10.33584299
GSTO1	-1.726750148	7.171160218	-7.510420504	7.36E-09	1.30E-06	10.2894771
LY96	-1.689031874	4.726944416	-7.502586102	7.53E-09	1.32E-06	10.26705957
UQCR11	-0.884999656	6.245885585	-7.495974612	7.68E-09	1.33E-06	10.24813624
RBM23	1.053071667	5.679501735	7.492939701	7.75E-09	1.33E-06	10.2394482
ADAT2	1.295773537	4.899438205	7.492827603	7.75E-09	1.33E-06	10.23912728
LSS	1.638670595	5.111665481	7.487330321	7.88E-09	1.34E-06	10.22338767
LTV1	0.637609863	5.436568767	7.48471957	7.94E-09	1.34E-06	10.21591155
TMSB4Y	-2.369838526	2.671868934	-7.48408285	7.96E-09	1.34E-06	10.21408814
CUL9	2.01845472	5.702392929	7.474789036	8.18E-09	1.36E-06	10.18746802
YY1AP1	1.037108652	6.212479896	7.472667557	8.23E-09	1.36E-06	10.18139022
NDUFB6	-0.880951025	4.156579805	-7.469005297	8.32E-09	1.37E-06	10.17089716
DDX51	1.54954191	5.531561875	7.463344743	8.46E-09	1.39E-06	10.15467585
HERC1	1.049513113	7.36814228	7.456368984	8.64E-09	1.41E-06	10.13468097
IST1	1.022866851	7.042441131	7.442847255	8.99E-09	1.45E-06	10.09590867
TMEM44	1.211804702	1.750530264	7.440584433	9.06E-09	1.45E-06	10.08941839
C1orf204	1.012930448	1.184293285	7.43392762	9.24E-09	1.46E-06	10.07032205
RALGAPA2	1.055139717	5.333443487	7.432726331	9.27E-09	1.46E-06	10.06687544
BLOC1S4	-1.127771631	4.662684092	-7.432615231	9.27E-09	1.46E-06	10.06655667
COX5A	-1.016901564	6.39994064	-7.429757108	9.35E-09	1.46E-06	10.0583558
CRTC2	1.552940208	6.621368959	7.42503388	9.48E-09	1.48E-06	10.04480151
UNKL	1.240113123	5.686025002	7.422255517	9.56E-09	1.48E-06	10.03682733
LOC155060	2.123496242	3.818983045	7.419695439	9.64E-09	1.48E-06	10.02947895
SUMO1	-0.675862686	6.123155232	-7.418999752	9.66E-09	1.48E-06	10.02748196
NR2C1	0.624218467	5.721993709	7.415514065	9.76E-09	1.48E-06	10.0174754
PLXDC1	1.911459056	4.566574017	7.41401297	9.80E-09	1.48E-06	10.01316574
POU6F1	2.281481697	3.820979251	7.407683697	9.99E-09	1.50E-06	9.994991763
NFKB2	2.699069093	6.385047524	7.40107408	1.02E-08	1.51E-06	9.976008422
MMS19	1.564948853	5.982222258	7.400816557	1.02E-08	1.51E-06	9.975268707
NDUFC2	-1.083451569	4.123263314	-7.39245113	1.04E-08	1.52E-06	9.951235914
CRY2	1.318716881	4.691720968	7.392413521	1.04E-08	1.52E-06	9.951127854
SLC17A9	2.116594392	4.416010311	7.391361541	1.05E-08	1.52E-06	9.94810514
TRRAP	1.408667829	6.13995743	7.391291655	1.05E-08	1.52E-06	9.94790433
NLGN2	2.208383928	2.265992606	7.389099093	1.06E-08	1.52E-06	9.94160394
DGKA	2.103338462	7.509553488	7.37908274	1.09E-08	1.55E-06	9.912815448
SUCO	0.87264552	5.992660603	7.37902101	1.09E-08	1.55E-06	9.912637997
NAA40	1.371006282	5.018854216	7.371576225	1.11E-08	1.58E-06	9.891233931
USP24	1.318533979	6.936796721	7.367228951	1.13E-08	1.59E-06	9.878732743
ZKSCAN8	1.137798628	5.746648975	7.36533681	1.13E-08	1.59E-06	9.873291033
PSMA6	-0.819326959	6.126725751	-7.346622141	1.20E-08	1.67E-06	9.819449095
SETD5	1.018654587	6.950164848	7.342956711	1.21E-08	1.67E-06	9.808899567
KDM5B	0.897951487	5.298018332	7.340852014	1.22E-08	1.67E-06	9.802841401
TNKS	0.927669601	5.77683029	7.340539048	1.22E-08	1.67E-06	9.801940522
ALG13	1.066302045	5.651804387	7.33541331	1.24E-08	1.69E-06	9.787184567
EDARADD	-0.751919365	4.624049772	-7.334152309	1.24E-08	1.69E-06	9.783554
MED15	1.986177348	6.805594789	7.330083343	1.26E-08	1.70E-06	9.7718379
RBX1	-1.276028303	6.244579169	-7.327319633	1.27E-08	1.70E-06	9.763879187
POP7	-1.472331852	4.626804524	-7.322622015	1.29E-08	1.71E-06	9.750349618
UNK	1.255579024	5.431890589	7.321686499	1.29E-08	1.71E-06	9.747654988
SRP14	-0.518216402	7.367431684	-7.31202455	1.33E-08	1.75E-06	9.719819917
NOP10	-1.152128837	5.682627209	-7.304931563	1.36E-08	1.78E-06	9.699379886
LAMTOR1	-1.015264362	7.101736983	-7.303019082	1.36E-08	1.78E-06	9.693867793
ZNF783	1.164381891	5.462203517	7.300805718	1.37E-08	1.78E-06	9.687488056
SLC25A42	1.623931444	4.887251976	7.300293713	1.37E-08	1.78E-06	9.686012201
HAUS5	1.398314138	4.677671919	7.293102953	1.40E-08	1.81E-06	9.665282077
ZCCHC11	1.153703625	6.11239818	7.290186691	1.42E-08	1.82E-06	9.656873388
URGCP	1.254700872	4.389185445	7.288241277	1.43E-08	1.82E-06	9.651263557
ZNF83	1.431424554	6.013276067	7.285653504	1.44E-08	1.82E-06	9.643800834
GOLGA2P5	1.771031182	3.70061299	7.269916014	1.51E-08	1.90E-06	9.598402377
DPH7	1.176272782	5.003033637	7.267479438	1.52E-08	1.90E-06	9.591371352
CCNT2	1.20378833	6.193947042	7.266180964	1.52E-08	1.90E-06	9.587624217
PHC3	0.885890757	7.340420023	7.254712912	1.58E-08	1.96E-06	9.554522649
PSMA4	-1.141665588	7.25510291	-7.244927922	1.62E-08	2.00E-06	9.526269062
SMYD5	1.901617828	3.65929332	7.24432185	1.63E-08	2.00E-06	9.524518764
ASXL1	1.661203532	6.796210036	7.242546684	1.63E-08	2.00E-06	9.519391986
MDH2	-0.579749076	6.777958955	-7.235077329	1.67E-08	2.03E-06	9.497816766
AMT	1.799575614	4.357816315	7.234028628	1.68E-08	2.03E-06	9.494787167
EIF3I	-0.62620597	6.838316202	-7.229273703	1.70E-08	2.05E-06	9.481049317
FGFR1OP	0.86860916	4.451013338	7.217107991	1.76E-08	2.12E-06	9.445890537
CLASP2	0.771567124	5.829528254	7.213443872	1.78E-08	2.12E-06	9.435298519
DTX3	1.319625176	4.906012605	7.211827475	1.79E-08	2.12E-06	9.430625527
NRBP2	1.772256417	4.722683037	7.210280676	1.80E-08	2.12E-06	9.426153515
KPNA1	0.585409442	6.45584868	7.208419971	1.81E-08	2.12E-06	9.420773656
C16orf58	1.574170515	5.54364263	7.207033233	1.82E-08	2.12E-06	9.416763964
FRMPD3	1.568620638	2.241942492	7.206481317	1.82E-08	2.12E-06	9.415168071
PRPF3	0.788281758	6.59672404	7.205116385	1.83E-08	2.12E-06	9.411221182
SNORA70	1.270880891	4.723574119	7.204022099	1.83E-08	2.12E-06	9.408056777
LOC100130744	2.483872582	3.132686554	7.203340051	1.84E-08	2.12E-06	9.406084405
CCNL2	1.271159235	7.50427932	7.193688401	1.89E-08	2.16E-06	9.37816871
LOC102724814	2.997342032	3.663734266	7.193158549	1.89E-08	2.16E-06	9.376635952
FLYWCH1	1.916820598	5.555647988	7.191478794	1.90E-08	2.17E-06	9.37177658
FBXO44	2.12767938	4.588531437	7.18675806	1.93E-08	2.18E-06	9.358118524
CEP95	1.044359987	5.993093121	7.185519749	1.94E-08	2.18E-06	9.354535492
DHX8	0.9103612	5.646416469	7.182361011	1.96E-08	2.20E-06	9.345395083
CDC42SE1	1.410787253	8.531109784	7.179277829	1.97E-08	2.21E-06	9.33647241
KIAA1683	1.778289062	3.494886986	7.176382181	1.99E-08	2.22E-06	9.328091652
UNC5CL	1.59551152	3.496172415	7.172926895	2.01E-08	2.23E-06	9.318090136
NAA38	-1.180950297	5.237154235	-7.171079818	2.02E-08	2.23E-06	9.312743213
DIS3L2	1.374928466	5.011402943	7.165382215	2.06E-08	2.26E-06	9.296247783
CTAGE5	0.839632552	5.273543426	7.163007326	2.07E-08	2.27E-06	9.289371231
LOC644936	-1.689496543	4.904026571	-7.159661849	2.09E-08	2.28E-06	9.279683428
VPS54	0.735372864	5.239826861	7.152444013	2.14E-08	2.32E-06	9.258778568
TXN	-1.1233254	5.903426326	-7.151675227	2.14E-08	2.32E-06	9.256551668
ITGB1BP2	1.250244496	1.70702297	7.149199789	2.16E-08	2.32E-06	9.24938083
MED14	0.800477738	5.746519636	7.14817852	2.17E-08	2.32E-06	9.24642226
HIGD1A	-0.811504183	4.914469158	-7.146260242	2.18E-08	2.32E-06	9.240864832
PRKAR2A	1.328415159	3.290273334	7.139924639	2.22E-08	2.36E-06	9.222507617
SPEG	2.382848793	2.196582235	7.137366312	2.24E-08	2.37E-06	9.215093901
EWSR1	0.979851473	7.816336203	7.133175497	2.27E-08	2.38E-06	9.202948147
STIM1	1.176963	6.495068333	7.132393793	2.27E-08	2.38E-06	9.200682447
FADD	-1.066866193	4.224823965	-7.13087636	2.28E-08	2.38E-06	9.196284142
HMHA1	1.61820854	9.165626845	7.130430722	2.29E-08	2.38E-06	9.194992414
UBAP1L	1.692951576	2.238394502	7.12840746	2.30E-08	2.38E-06	9.189127549
CARD11	1.536862378	6.900253015	7.125303101	2.32E-08	2.39E-06	9.180128163
MRPL15	-1.384221647	4.779329677	-7.123882406	2.33E-08	2.39E-06	9.176009346
GON4L	1.612099348	5.547844487	7.122306905	2.34E-08	2.39E-06	9.171441507
PRMT7	1.244948459	5.030672027	7.121383493	2.35E-08	2.39E-06	9.168764163
UFD1L	-0.863643702	5.953449825	-7.120653556	2.35E-08	2.39E-06	9.166647723
TRPM7	0.94438502	5.94322621	7.11758178	2.38E-08	2.40E-06	9.157740639
PCED1A	1.352943342	6.317474965	7.113511667	2.40E-08	2.41E-06	9.14593741
IKZF5	0.823213183	6.202446488	7.113150928	2.41E-08	2.41E-06	9.144891205
RABEP2	2.330978715	4.161161368	7.110163478	2.43E-08	2.43E-06	9.136226623
AKT2	0.839923357	7.214928914	7.105573895	2.46E-08	2.44E-06	9.122913763
ROBO3	1.623203634	3.389455977	7.10549467	2.46E-08	2.44E-06	9.122683942
INPP5D	0.968380319	7.934306057	7.1040508	2.47E-08	2.44E-06	9.118495353
PCNXL2	1.145293707	4.977062736	7.100412182	2.50E-08	2.46E-06	9.107939084
TMEM160	-0.680376387	4.233894333	-7.098988418	2.51E-08	2.46E-06	9.103808172
LINC00265	2.261471993	3.516749151	7.09549786	2.54E-08	2.48E-06	9.093679892
RBMX	0.619380685	7.277731715	7.093697131	2.55E-08	2.48E-06	9.088454431
LMTK2	1.24761512	5.25504659	7.087246213	2.60E-08	2.50E-06	9.0697324
ATP6V0E1	-1.663951103	7.807274693	-7.086910036	2.60E-08	2.50E-06	9.068756636
TMEM194A	1.596339031	4.087206108	7.086093539	2.61E-08	2.50E-06	9.066386688
UBR5	1.150213581	6.647339576	7.085390613	2.62E-08	2.50E-06	9.06434634
CCDC84	1.019966366	5.583989397	7.085179666	2.62E-08	2.50E-06	9.063734027
TAF1C	2.385953198	5.973205358	7.07926021	2.67E-08	2.53E-06	9.046550071
PRDX4	-0.868032361	4.047115073	-7.072127271	2.72E-08	2.58E-06	9.025839295
CCR1	-2.107686769	6.440134883	-7.069577773	2.74E-08	2.59E-06	9.018435634
MED8	-0.771515487	4.674601659	-7.066580541	2.77E-08	2.59E-06	9.009731031
FAM120AOS	-0.584342362	4.889177256	-7.066556192	2.77E-08	2.59E-06	9.009660313
9-Sep	1.359843171	8.490038319	7.057877326	2.84E-08	2.65E-06	8.984450557
GUF1	0.84520012	4.598314449	7.056105914	2.86E-08	2.65E-06	8.979304274
PSMD6-AS2	1.349687431	4.048448282	7.055963451	2.86E-08	2.65E-06	8.978890379
PHF21A	0.767629665	6.899308779	7.052214382	2.89E-08	2.67E-06	8.967997675
PNN	0.823468572	8.274152535	7.050807513	2.90E-08	2.67E-06	8.963909783
CYBA	-0.628692184	8.901336519	-7.046852358	2.94E-08	2.68E-06	8.952416492
APOE	1.04288572	0.902850283	7.046304287	2.94E-08	2.68E-06	8.950823743
GPR107	0.726895345	6.047907966	7.045462385	2.95E-08	2.68E-06	8.948377042
TPI1P2	-1.040015906	1.109546709	-7.044157363	2.96E-08	2.68E-06	8.944584318
H2AFZ	-0.563401416	7.034148448	-7.043063876	2.97E-08	2.68E-06	8.941406255
PSMA2	-1.10961428	6.616519364	-7.0376534	3.02E-08	2.71E-06	8.925679954
GRAMD1A	1.475207576	6.331137447	7.036703115	3.03E-08	2.71E-06	8.922917556
MYO19	1.345712275	4.905379982	7.036174886	3.03E-08	2.71E-06	8.921382007
ILF3	1.05605615	8.62013818	7.028929003	3.10E-08	2.75E-06	8.900315938
RYK	1.024418823	4.890411249	7.028394845	3.11E-08	2.75E-06	8.898762793
POLR2A	1.409917069	7.627451957	7.023428649	3.15E-08	2.79E-06	8.884321646
LOC101928378	1.99041991	4.819945201	7.021307607	3.17E-08	2.79E-06	8.878153246
PDXDC2P	2.180309153	4.241106255	7.019674459	3.19E-08	2.79E-06	8.873403472
WDR33	0.737759457	6.482209992	7.019670129	3.19E-08	2.79E-06	8.873390878
DMPK	2.172869179	4.241492459	7.018340703	3.20E-08	2.79E-06	8.869524264
WDR75	0.845126393	5.71141048	7.014334628	3.24E-08	2.81E-06	8.857871749
TOMM5	-1.100242427	5.126812589	-7.013772615	3.25E-08	2.81E-06	8.856236905
ADCK3	0.839005483	6.263988286	7.007090447	3.31E-08	2.85E-06	8.836797028
ANGEL2	0.930907696	5.38974301	7.006771656	3.31E-08	2.85E-06	8.835869503
TNPO3	0.552625981	5.705127544	7.003377278	3.35E-08	2.87E-06	8.82599297
PAN2	1.991640178	5.86894434	6.999886959	3.38E-08	2.89E-06	8.815836258
PRRC2B	1.612459151	7.528867976	6.99832901	3.40E-08	2.89E-06	8.811302345
ZNF529	0.904881119	4.968049882	6.994306075	3.44E-08	2.91E-06	8.799593925
PSMD8	-0.843815304	6.858096646	-6.99421147	3.44E-08	2.91E-06	8.799318569
HECTD4	1.623468276	6.047750093	6.990405548	3.48E-08	2.93E-06	8.788240457
COA3	-1.555073579	4.407595887	-6.989399037	3.49E-08	2.93E-06	8.785310542
ZNF841	1.727478184	3.430649704	6.986469522	3.52E-08	2.95E-06	8.776782355
MIR497HG	1.363231891	1.250429316	6.981609551	3.57E-08	2.98E-06	8.762632775
ADAM19	1.609339947	6.202867144	6.980634954	3.59E-08	2.98E-06	8.759795041
PORCN	0.818968654	4.08962803	6.979114725	3.60E-08	2.98E-06	8.755368433
UBQLN4	1.592412021	3.906855092	6.978463499	3.61E-08	2.98E-06	8.75347213
KDM7A	1.109289664	6.866619638	6.971283287	3.69E-08	3.04E-06	8.732561753
ZMYM4	0.901241635	5.568823745	6.968768216	3.72E-08	3.05E-06	8.725236289
CCDC23	-1.046129674	4.365515367	-6.967644728	3.73E-08	3.05E-06	8.721963815
ENSA	-0.489258485	6.919535597	-6.961434597	3.80E-08	3.10E-06	8.703873179
PPP1R3E	1.521744874	4.747781536	6.959469966	3.82E-08	3.11E-06	8.698149377
